dc_bus_ripple_voltage_V,capacitor_esr_mOhm,junction_temp_C,mosfet_on_resistance_mOhm,conversion_efficiency_pct,heatsink_temp_C,command_fan_rpm,actual_fan_rpm,thd_pct,mains_surges_count,health_state
7.97,13.5,56.74,5.53,96.46,54.27,2000,1882,3.34,0,1
11.61,21.88,75.17,7.8,93.39,70.7,3500,2644,5.89,4,2
4.56,10.78,44.27,4.94,98.75,38.57,2500,2520,1.7,0,0
5.07,10.77,44.68,4.95,98.26,39.87,1500,1468,1.49,0,0
17.9,33.32,98.89,9.14,87.71,92.98,4000,2367,9.13,8,3
21.7,37.46,99.24,10.63,87.05,87.74,4000,1553,8.16,7,3
10.16,19.03,70.41,7.37,93.37,66.38,3500,2610,5.56,4,2
17.29,30.98,102.06,9.04,87.26,89.85,4000,2435,9.88,5,3
5.16,9.13,43.25,4.92,98.73,38.42,1500,1535,1.47,1,0
6.59,14.35,54.82,5.74,96.66,49.09,2000,1792,3.5,0,1
19.14,32.21,96.12,9.2,82.62,87.59,4000,2192,7.03,6,3
13.9,23.27,77.37,7.43,92.01,72.0,3500,2723,6.07,3,2
11.23,23.83,73.98,7.72,93.48,73.1,3500,2608,6.19,4,2
13.79,22.02,72.4,7.81,93.24,72.52,3500,2578,6.06,5,2
7.95,12.99,57.82,5.64,95.38,49.09,3000,2861,3.1,3,1
7.23,15.09,55.59,5.83,96.63,53.65,2500,2338,2.87,0,1
13.36,24.84,71.89,7.64,93.31,71.51,3500,2899,6.15,4,2
5.03,9.62,46.69,4.94,98.51,39.8,2500,2486,1.52,1,0
19.59,35.89,102.22,9.54,84.61,86.3,4000,2049,7.03,6,3
12.11,20.67,72.34,7.8,91.1,68.2,3500,2776,5.68,5,2
7.0,12.1,57.59,5.5,96.27,50.94,3000,2804,2.7,2,1
11.37,23.47,79.03,7.02,93.44,72.59,3500,2839,4.99,4,2
13.45,20.33,74.32,7.83,92.91,73.05,3500,2875,5.4,4,2
13.67,23.9,71.71,7.63,93.36,68.43,3500,2686,5.9,6,2
8.15,12.39,53.34,5.92,95.64,50.52,2500,2288,3.23,0,1
4.53,10.7,45.73,5.16,98.8,38.09,2000,1954,1.43,1,0
7.89,15.97,53.14,5.7,95.42,53.45,2500,2201,2.82,0,1
5.39,9.37,44.16,4.87,98.6,40.5,2500,2525,1.51,0,0
5.43,9.44,44.87,5.07,98.49,40.37,1500,1538,1.61,1,0
20.25,30.44,97.7,9.99,87.1,92.14,4000,2022,10.72,6,3
10.33,21.88,77.77,7.82,91.49,68.4,3500,2640,6.44,5,2
13.81,24.17,77.65,7.56,93.49,69.41,3500,2815,5.03,4,2
7.71,14.33,53.24,5.72,96.09,49.32,2500,2326,3.26,1,1
5.22,9.89,43.82,5.05,98.59,39.07,1500,1471,1.55,1,0
17.46,33.26,95.63,9.18,82.98,92.51,4000,1861,10.22,6,3
11.59,21.65,75.98,7.35,93.25,68.11,3500,2728,6.37,3,2
6.93,14.83,55.45,5.74,96.25,49.08,3000,2733,2.53,3,1
13.07,23.44,72.06,7.3,92.94,68.37,3500,2685,5.34,3,2
11.68,19.68,73.08,7.77,90.87,72.59,3500,2733,6.35,5,2
12.26,19.05,77.63,7.17,92.69,67.42,3500,2801,5.27,2,2
22.36,35.88,99.56,9.04,87.53,93.16,4000,1517,8.62,6,3
6.63,13.01,57.06,5.54,95.47,51.15,3000,2898,3.46,0,1
17.24,30.63,93.67,9.36,86.83,90.47,4000,1544,9.02,9,3
8.39,13.04,56.02,5.85,96.63,51.74,2000,1751,3.47,2,1
6.68,13.48,57.48,5.96,96.68,54.32,2500,2396,3.38,3,1
11.0,22.64,72.66,7.34,91.44,68.05,3500,2559,4.98,2,2
4.52,10.24,45.3,5.08,98.47,39.56,2500,2485,1.68,0,0
20.31,32.14,98.73,9.41,82.97,94.94,4000,2345,10.86,7,3
18.48,36.59,95.75,9.27,87.43,85.85,4000,1704,7.8,10,3
7.61,12.01,54.9,5.96,96.63,51.2,2500,2273,2.8,2,1
22.83,32.52,88.12,9.53,87.68,93.18,4000,2496,10.18,5,3
18.63,34.0,88.69,9.83,86.22,92.08,4000,2461,9.1,7,3
16.22,32.39,95.98,10.42,82.16,90.08,4000,2144,10.68,9,3
7.9,12.05,52.63,5.53,96.09,51.92,2500,2298,3.1,3,1
11.89,24.8,70.61,7.27,91.44,73.35,3500,2705,5.48,4,2
10.83,19.84,70.18,7.24,91.43,73.38,3500,2792,6.02,2,2
7.76,13.41,56.62,5.9,95.86,52.68,2500,2324,2.61,3,1
22.35,30.66,99.62,10.1,84.1,90.65,4000,2218,7.5,10,3
21.68,38.33,93.69,9.08,86.64,86.4,4000,2154,7.28,5,3
4.99,10.49,43.2,5.15,98.61,40.61,2000,1974,1.64,1,0
10.35,19.85,74.47,7.62,92.36,67.3,3500,2579,6.26,4,2
7.82,15.96,53.81,5.93,96.68,54.57,2500,2233,2.61,3,1
12.25,19.56,72.26,7.18,92.65,71.66,3500,2506,5.9,6,2
7.85,15.46,53.83,5.85,96.78,52.52,3000,2776,2.52,0,1
10.94,20.1,75.59,7.93,93.23,73.23,3500,2772,6.1,6,2
13.16,22.84,70.22,7.54,91.14,68.31,3500,2793,5.71,6,2
5.19,9.66,44.15,5.01,98.22,38.79,1500,1545,1.46,0,0
11.0,21.04,74.23,7.23,91.07,70.67,3500,2578,6.07,4,2
8.26,12.64,55.15,5.75,95.32,49.84,3000,2841,2.95,3,1
12.63,22.87,73.68,7.32,91.87,72.96,3500,2508,6.34,3,2
12.99,23.79,72.24,7.39,91.99,66.66,3500,2594,5.05,3,2
11.28,20.37,75.16,7.3,92.74,73.63,3500,2580,5.42,5,2
7.49,13.23,53.45,5.63,95.22,51.79,2500,2224,3.23,2,1
10.23,20.32,71.29,7.54,92.14,73.58,3500,2702,6.27,4,2
4.8,10.49,46.21,4.95,98.48,41.89,1500,1471,1.35,1,0
7.18,12.29,53.46,6.09,96.23,52.54,2000,1723,2.81,0,1
21.13,30.46,96.47,10.15,84.64,94.19,4000,1844,9.87,5,3
16.63,33.48,91.92,10.96,82.32,93.12,4000,1545,8.3,5,3
21.76,39.82,95.9,10.06,82.66,89.68,4000,1652,10.64,7,3
10.76,23.61,70.17,7.61,91.4,69.65,3500,2683,6.4,4,2
4.6,10.32,46.18,4.85,98.44,40.02,2500,2498,1.48,1,0
4.81,10.27,44.91,4.91,98.67,41.97,1500,1471,1.67,1,0
6.75,12.11,57.71,5.77,96.76,53.8,3000,2818,2.77,1,1
6.94,12.7,54.17,5.94,95.44,50.03,2000,1801,3.04,3,1
7.02,12.81,54.06,6.01,96.13,51.38,2500,2386,2.69,2,1
4.88,9.17,46.72,5.09,98.47,38.48,2500,2469,1.52,0,0
10.08,21.21,76.19,7.81,90.92,69.0,3500,2550,6.21,3,2
21.65,32.58,95.4,10.14,87.15,93.54,4000,2476,10.16,6,3
11.47,21.07,70.56,7.93,91.31,69.4,3500,2643,5.68,4,2
8.12,15.39,52.5,5.88,96.65,52.34,2500,2205,3.17,2,1
12.99,24.29,72.34,7.64,91.58,67.94,3500,2893,6.26,6,2
22.26,30.38,93.24,10.04,82.0,94.31,4000,2327,7.52,5,3
14.0,21.57,79.41,7.69,90.86,68.62,3500,2767,5.95,5,2
13.33,22.13,77.82,7.36,91.89,72.89,3500,2688,4.56,2,2
13.25,19.84,71.52,7.05,92.36,71.53,3500,2790,4.85,4,2
22.55,36.89,94.26,9.93,87.98,90.44,4000,2192,10.44,8,3
13.11,22.07,73.64,7.2,91.83,71.8,3500,2848,6.08,4,2
8.21,13.87,55.94,5.66,96.75,52.72,2500,2345,3.47,1,1
8.07,15.66,55.7,6.07,96.39,49.58,3000,2845,2.84,2,1
7.69,14.87,55.35,5.67,96.76,50.0,2000,1878,2.73,0,1
22.58,39.42,91.25,10.21,82.94,85.37,4000,1661,10.97,9,3
12.77,22.57,77.07,7.88,91.71,70.4,3500,2654,4.96,4,2
6.84,15.61,54.72,5.72,95.43,53.79,2500,2305,3.21,3,1
7.47,13.29,52.12,5.54,95.85,50.32,3000,2875,2.89,1,1
18.93,30.04,99.92,10.0,86.39,88.9,4000,2049,10.95,5,3
6.87,12.16,56.81,5.8,96.3,50.6,2500,2206,2.8,0,1
5.29,10.53,43.67,4.91,98.3,40.01,1500,1523,1.68,1,0
19.14,32.92,92.61,10.08,87.7,91.27,4000,1529,7.44,8,3
17.9,39.82,94.94,10.98,87.1,92.42,4000,2232,9.76,6,3
23.56,32.88,92.98,9.1,82.27,91.65,4000,1584,9.91,7,3
8.31,15.5,52.3,5.9,96.53,54.48,3000,2853,2.81,0,1
16.3,34.08,92.93,9.98,82.33,90.71,4000,2052,10.16,8,3
13.54,24.52,74.12,7.26,92.06,67.73,3500,2727,5.51,3,2
10.92,23.06,76.74,7.12,91.67,73.39,3500,2727,5.7,6,2
5.07,9.91,46.03,4.87,98.63,39.37,1500,1457,1.35,1,0
13.58,20.03,74.5,7.97,92.91,73.06,3500,2593,6.22,5,2
19.28,33.23,94.52,9.19,83.77,90.2,4000,1683,10.85,9,3
4.71,9.75,43.91,5.14,98.28,38.34,2000,2024,1.32,1,0
7.1,15.55,57.07,5.93,96.69,50.11,2500,2216,2.74,3,1
8.12,12.46,57.77,5.91,96.55,52.79,2000,1702,3.47,0,1
5.4,9.44,46.2,5.14,98.79,39.0,2000,2016,1.37,1,0
19.66,36.72,92.74,10.55,83.15,85.43,4000,1908,10.27,5,3
7.04,12.1,56.15,5.64,95.91,53.89,2000,1827,2.97,3,1
16.07,30.66,89.56,9.7,86.25,89.0,4000,1754,10.12,6,3
5.49,9.05,46.1,4.82,98.36,38.22,1500,1454,1.63,0,0
19.27,35.24,97.54,10.11,85.66,88.64,4000,1688,7.2,5,3
4.62,10.71,46.18,5.18,98.65,40.23,1500,1451,1.54,1,0
5.27,10.24,46.4,5.14,98.38,39.61,2500,2479,1.52,0,0
13.72,19.64,79.89,7.94,92.41,72.81,3500,2638,4.6,6,2
4.84,10.76,45.88,4.95,98.23,38.55,2500,2527,1.32,1,0
4.92,9.27,44.28,4.94,98.46,39.13,1500,1481,1.48,0,0
10.9,19.47,78.32,7.34,90.89,66.15,3500,2680,5.17,4,2
7.46,13.26,55.02,6.05,95.88,49.77,2000,1840,3.31,2,1
11.19,22.9,78.98,7.47,93.02,70.97,3500,2539,5.72,3,2
8.08,12.57,57.14,6.04,96.24,53.27,2500,2224,2.51,0,1
5.41,9.36,43.18,4.92,98.25,41.78,2500,2482,1.32,1,0
17.42,39.45,89.81,10.97,85.92,86.69,4000,1616,7.87,10,3
19.58,34.12,96.82,9.21,83.4,88.44,4000,2150,9.3,10,3
5.03,9.87,45.28,5.15,98.49,38.63,2000,2014,1.63,0,0
4.72,10.67,43.83,4.86,98.45,39.38,2000,1980,1.33,1,0
4.59,9.6,44.18,4.82,98.73,40.16,1500,1505,1.68,0,0
7.43,13.57,55.96,5.83,95.3,53.5,2500,2341,2.54,3,1
12.66,20.42,75.85,7.61,91.93,72.73,3500,2594,5.83,2,2
4.76,9.63,43.22,5.18,98.73,39.17,1500,1521,1.69,1,0
7.57,15.83,53.1,5.6,95.59,52.79,2500,2272,3.41,2,1
12.15,24.21,77.48,7.05,91.98,68.99,3500,2568,5.47,3,2
23.94,33.65,94.88,10.04,84.97,92.09,4000,1982,7.89,9,3
11.32,20.29,73.35,7.49,91.67,67.69,3500,2601,5.59,5,2
19.08,34.61,87.23,9.49,82.63,85.25,4000,1629,10.51,6,3
11.84,20.83,78.53,7.99,91.5,68.41,3500,2776,5.35,4,2
7.65,12.96,55.78,6.08,95.91,51.9,2000,1796,3.42,3,1
7.89,14.18,55.06,5.67,96.26,53.74,2500,2214,3.41,0,1
11.7,20.23,73.83,7.93,93.2,69.37,3500,2804,6.09,2,2
13.51,19.1,79.7,7.39,90.93,68.77,3500,2710,5.68,5,2
4.58,10.71,44.73,5.16,98.37,41.26,2500,2478,1.58,0,0
16.2,37.77,88.15,9.39,85.69,86.49,4000,1944,7.08,10,3
13.82,22.86,71.5,7.79,92.54,70.73,3500,2824,5.51,3,2
21.44,30.31,91.49,9.6,82.46,94.03,4000,2151,8.52,10,3
8.03,14.04,56.61,5.54,95.58,54.67,3000,2778,2.56,0,1
5.2,9.85,46.59,5.08,98.64,41.35,1500,1471,1.67,0,0
5.02,10.35,45.76,5.14,98.68,40.58,1500,1547,1.4,0,0
21.45,38.26,87.18,9.04,84.93,94.86,4000,1624,10.68,7,3
20.65,34.24,97.54,10.73,85.73,94.78,4000,2362,7.54,9,3
5.14,10.42,44.1,5.11,98.59,40.09,2000,2010,1.35,1,0
5.05,10.77,45.28,4.81,98.38,41.27,2500,2539,1.58,0,0
4.81,10.36,45.2,5.09,98.64,41.25,2500,2524,1.68,0,0
7.83,13.49,55.1,5.61,96.36,52.74,2500,2357,3.24,3,1
21.87,30.45,93.62,10.17,85.72,94.4,4000,1511,7.69,10,3
12.49,23.4,74.23,7.65,90.94,66.45,3500,2834,5.39,6,2
17.99,35.3,95.7,9.63,84.52,92.01,4000,1782,9.56,5,3
23.88,35.04,102.3,10.76,85.17,92.62,4000,1680,9.23,7,3
19.6,36.1,102.84,10.35,87.37,91.12,4000,2364,9.93,6,3
4.64,10.66,46.46,4.91,98.31,41.61,2500,2456,1.66,1,0
5.46,10.64,43.46,5.08,98.67,38.14,1500,1459,1.56,1,0
5.38,9.78,45.47,4.87,98.49,39.21,1500,1542,1.55,1,0
17.24,36.17,87.81,9.22,85.35,93.16,4000,2038,8.84,8,3
7.45,14.29,57.43,5.95,95.31,53.77,2500,2281,3.01,1,1
4.72,9.01,43.01,5.05,98.24,40.43,2000,2028,1.56,1,0
5.23,10.83,46.51,4.8,98.36,40.09,2500,2450,1.42,0,0
18.88,34.94,94.09,9.0,85.41,94.11,4000,1789,8.56,10,3
5.1,10.55,45.69,4.86,98.37,40.13,2500,2540,1.52,1,0
4.73,9.56,43.53,5.16,98.68,39.48,2500,2499,1.62,0,0
6.85,15.92,52.5,5.81,96.75,53.77,2000,1766,2.98,1,1
5.0,9.14,44.97,4.85,98.46,41.22,2500,2513,1.38,1,0
13.04,24.94,71.53,7.06,93.08,67.93,3500,2504,4.66,2,2
5.37,9.43,43.57,5.13,98.46,39.66,2500,2545,1.55,0,0
5.29,9.42,44.39,4.85,98.49,39.01,2500,2529,1.44,1,0
4.58,9.74,43.67,5.0,98.22,38.06,1500,1468,1.55,1,0
4.58,10.09,43.96,4.85,98.33,40.73,2500,2492,1.49,0,0
7.86,12.59,56.2,6.01,96.31,50.92,3000,2848,2.97,3,1
12.78,23.93,77.78,7.98,92.33,71.28,3500,2512,6.31,3,2
18.55,35.68,88.76,9.02,85.88,94.73,4000,2465,8.19,10,3
6.76,15.58,54.72,6.01,96.54,52.06,2500,2250,2.53,1,1
5.39,9.31,43.88,4.88,98.36,40.77,2500,2529,1.33,1,0
17.39,36.61,87.92,9.95,83.25,88.62,4000,1860,9.82,5,3
22.92,37.55,97.12,9.38,83.96,93.99,4000,2431,8.3,6,3
10.43,21.14,70.75,7.07,92.05,73.52,3500,2658,4.83,5,2
18.62,30.5,99.28,9.74,85.98,85.85,4000,1833,10.11,7,3
13.97,20.37,70.23,7.92,92.69,67.52,3500,2525,6.25,2,2
10.49,20.55,74.05,7.38,93.13,72.41,3500,2518,6.21,6,2
12.12,22.21,78.87,7.57,92.6,69.97,3500,2597,4.72,6,2
23.93,35.36,95.64,10.42,85.8,86.03,4000,2170,9.89,7,3
7.47,15.86,56.78,5.68,96.34,54.43,2500,2361,2.95,2,1
4.79,9.74,43.51,5.02,98.7,38.1,2500,2468,1.62,1,0
22.88,36.27,99.38,10.23,86.62,88.91,4000,2184,9.1,8,3
10.53,22.1,74.45,7.93,91.92,66.71,3500,2722,6.22,5,2
6.89,13.27,57.71,5.84,95.5,52.45,2000,1824,2.81,2,1
6.71,12.38,54.31,5.79,95.53,52.32,2500,2279,3.44,2,1
17.28,36.84,102.41,9.17,84.0,85.19,4000,1908,10.83,10,3
5.33,10.03,44.22,5.11,98.5,41.41,2000,2019,1.49,0,0
17.71,30.13,100.5,10.07,85.49,89.58,4000,2308,7.76,9,3
8.16,14.41,55.85,5.66,95.93,51.0,2000,1866,2.78,2,1
13.11,20.16,71.41,7.92,91.25,72.55,3500,2695,5.79,3,2
5.11,9.82,44.94,5.04,98.47,39.92,2000,2045,1.33,1,0
11.39,23.46,79.37,7.9,92.54,72.82,3500,2747,6.48,2,2
13.89,22.1,72.74,7.65,92.84,73.63,3500,2885,5.1,4,2
4.98,10.93,44.73,4.95,98.48,38.86,2500,2511,1.44,1,0
21.45,33.36,98.63,9.18,84.39,88.56,4000,2468,8.78,6,3
11.79,20.24,74.66,7.15,93.19,66.86,3500,2745,4.64,4,2
11.48,22.84,72.43,7.83,90.58,68.41,3500,2772,6.0,2,2
7.48,15.18,57.76,5.81,96.16,52.27,2000,1863,2.95,1,1
5.15,9.41,44.28,4.88,98.31,38.08,2500,2450,1.5,1,0
4.74,10.58,46.92,4.84,98.29,41.98,1500,1538,1.35,1,0
12.91,23.37,71.86,7.96,90.87,69.31,3500,2837,5.08,6,2
7.05,15.36,56.33,5.75,96.41,51.32,2500,2262,3.49,0,1
7.86,13.26,53.61,5.76,95.73,54.63,2000,1784,3.41,3,1
6.84,12.91,56.88,5.86,96.28,51.5,2500,2362,2.62,3,1
20.37,37.56,93.25,10.98,87.99,94.64,4000,1834,7.4,8,3
19.88,34.16,100.41,10.36,86.83,92.35,4000,2431,7.79,5,3
6.77,15.93,57.5,5.86,95.84,52.53,2000,1877,3.43,0,1
22.44,37.38,88.09,10.77,85.4,94.77,4000,1866,7.17,8,3
10.42,23.34,74.53,7.36,92.89,69.42,3500,2730,5.02,4,2
20.24,36.39,95.46,9.23,87.81,92.91,4000,2235,8.37,9,3
4.88,9.51,44.34,4.93,98.41,40.09,2500,2519,1.54,1,0
18.08,39.57,91.93,9.3,84.44,89.34,4000,2036,7.15,6,3
22.93,31.94,102.91,10.38,82.13,87.9,4000,1820,10.11,7,3
11.75,24.21,76.19,7.4,92.81,67.45,3500,2816,5.05,4,2
12.87,21.41,75.72,7.37,93.49,73.61,3500,2682,4.52,3,2
11.31,21.23,76.32,7.46,90.74,66.54,3500,2633,5.09,2,2
11.39,23.16,76.48,7.93,90.71,68.55,3500,2777,6.09,5,2
22.73,33.55,98.85,10.03,82.96,93.28,4000,2144,8.16,7,3
6.52,14.03,52.96,5.91,96.06,52.86,3000,2896,3.07,2,1
12.27,19.8,75.28,7.16,91.97,70.89,3500,2737,5.38,3,2
23.65,30.27,92.14,10.83,82.26,93.41,4000,1775,9.95,10,3
17.85,37.83,91.12,10.76,85.0,92.08,4000,2342,9.16,6,3
13.96,24.92,70.08,7.12,90.97,67.43,3500,2844,6.16,6,2
7.58,12.49,53.52,5.88,96.43,50.53,2500,2344,3.49,1,1
22.43,37.11,90.22,9.56,85.37,93.58,4000,2045,7.14,10,3
5.39,10.99,45.61,5.1,98.54,38.92,2500,2477,1.38,0,0
5.36,9.77,43.48,4.93,98.79,41.96,2500,2503,1.68,1,0
8.3,14.79,56.0,5.78,95.83,54.92,2500,2374,2.62,2,1
6.59,15.44,53.85,5.62,95.93,51.55,2500,2243,2.76,3,1
11.99,22.17,74.25,7.5,92.75,67.05,3500,2662,5.03,6,2
5.13,10.99,43.98,5.0,98.41,38.78,1500,1531,1.56,1,0
13.23,21.77,70.26,7.48,92.52,71.66,3500,2771,5.02,6,2
5.26,9.37,43.95,5.18,98.62,39.61,2000,1985,1.4,0,0
6.69,15.86,52.43,5.71,96.31,51.55,2000,1891,3.2,3,1
13.93,20.85,72.81,7.09,91.26,67.64,3500,2783,4.78,2,2
7.99,12.04,54.8,5.75,96.6,54.06,2500,2216,2.84,2,1
17.13,38.47,96.21,10.16,83.24,94.04,4000,1555,10.66,5,3
20.32,33.08,94.55,9.02,85.31,92.4,4000,2499,10.55,5,3
7.7,14.34,52.75,6.05,95.87,51.62,3000,2819,3.14,2,1
4.68,10.38,44.99,5.07,98.33,40.45,1500,1476,1.44,0,0
4.73,9.44,44.37,5.2,98.2,38.34,1500,1539,1.65,0,0
20.85,30.71,102.89,10.66,82.07,88.49,4000,1757,8.23,10,3
17.58,31.11,95.48,9.59,83.78,92.82,4000,2487,9.3,6,3
20.53,36.97,91.62,9.48,84.34,94.84,4000,2088,7.75,7,3
22.61,30.5,98.13,10.98,82.24,93.68,4000,1560,9.95,6,3
20.09,34.61,90.49,9.69,84.5,87.48,4000,2245,7.85,5,3
4.73,9.24,45.23,5.09,98.61,38.03,2000,1950,1.47,0,0
7.26,14.63,57.89,6.05,96.22,50.09,3000,2810,2.52,3,1
12.17,22.71,78.35,7.99,93.36,71.24,3500,2529,4.84,2,2
16.75,38.09,89.05,10.78,82.91,85.87,4000,2206,7.42,5,3
11.79,24.78,71.9,7.22,90.53,73.36,3500,2530,4.61,3,2
12.76,21.88,77.45,7.17,92.07,71.15,3500,2822,5.41,3,2
21.69,31.09,102.82,10.75,85.19,88.69,4000,1665,9.76,6,3
16.11,30.52,97.2,10.76,83.78,90.52,4000,1522,7.66,8,3
19.78,31.11,90.79,10.83,86.31,94.16,4000,1613,8.53,10,3
11.93,19.03,79.15,7.99,93.28,68.95,3500,2785,6.28,6,2
8.21,12.22,52.19,6.04,96.74,49.37,3000,2793,3.14,3,1
6.85,13.61,54.79,5.96,95.32,51.61,3000,2851,3.04,0,1
12.56,19.66,72.02,7.75,91.72,71.69,3500,2616,5.76,6,2
11.2,20.56,75.51,7.97,92.05,70.51,3500,2589,5.63,4,2
6.51,14.56,53.83,5.8,95.21,50.13,3000,2832,3.04,1,1
13.86,22.87,78.99,7.55,92.54,66.78,3500,2840,6.45,6,2
8.09,13.7,53.69,5.97,95.66,50.22,3000,2781,2.64,1,1
4.71,10.85,46.71,4.85,98.22,41.8,2500,2479,1.38,1,0
6.57,13.95,54.24,5.53,95.4,51.09,2000,1875,3.0,1,1
8.38,14.86,52.18,5.87,95.24,50.25,3000,2722,3.38,0,1
7.2,14.64,54.29,5.88,96.08,49.93,2500,2212,3.38,3,1
21.06,31.33,97.39,10.49,85.05,86.19,4000,1792,7.93,9,3
6.52,15.56,55.81,5.58,96.8,53.49,3000,2749,2.85,1,1
4.97,9.3,43.94,4.99,98.76,39.46,2500,2502,1.53,1,0
10.1,24.65,71.62,7.28,91.31,69.65,3500,2666,6.4,3,2
21.09,31.53,96.88,10.77,86.61,87.29,4000,2090,9.38,8,3
7.95,14.69,57.29,6.0,96.18,50.98,3000,2790,3.06,3,1
22.43,39.51,92.11,10.36,85.78,85.04,4000,1966,7.7,8,3
11.77,22.39,73.28,7.79,92.03,69.09,3500,2662,6.03,2,2
13.55,23.82,71.84,7.35,93.02,68.98,3500,2677,5.97,6,2
13.36,20.34,76.65,7.41,92.75,70.07,3500,2548,6.04,5,2
23.79,33.86,98.24,10.28,86.86,86.26,4000,2432,10.28,9,3
5.39,9.36,44.57,5.15,98.62,40.19,2500,2455,1.42,1,0
21.82,30.57,102.31,10.12,87.18,94.91,4000,1647,9.87,10,3
12.0,21.75,73.83,7.08,93.16,69.56,3500,2678,6.07,5,2
10.05,21.76,74.69,7.78,91.63,72.89,3500,2554,5.2,2,2
12.91,20.24,72.43,7.45,93.08,70.12,3500,2833,5.57,3,2
12.28,22.28,75.35,7.08,92.83,73.44,3500,2740,6.02,3,2
7.15,13.8,52.18,5.88,96.3,50.65,3000,2700,2.55,0,1
4.84,10.51,43.67,4.92,98.65,38.06,2500,2456,1.53,1,0
4.64,9.07,46.44,4.83,98.52,38.09,2000,2028,1.39,0,0
11.83,23.08,72.5,7.52,90.96,66.62,3500,2830,5.92,2,2
7.66,14.87,52.22,5.81,96.78,53.59,2000,1769,2.67,2,1
12.25,19.3,77.09,7.83,92.03,69.29,3500,2524,4.65,5,2
7.16,15.7,52.36,5.87,96.45,53.31,2000,1794,2.58,0,1
11.47,22.83,73.37,7.61,93.27,67.0,3500,2887,5.93,2,2
4.55,9.19,43.62,5.13,98.66,39.38,1500,1545,1.4,0,0
11.06,22.07,78.92,7.26,92.38,68.79,3500,2540,4.96,2,2
13.29,20.85,77.68,7.42,92.43,73.75,3500,2890,5.82,4,2
4.88,9.49,46.86,4.9,98.37,41.92,2500,2535,1.47,0,0
17.99,34.48,95.21,9.9,85.75,94.63,4000,2205,7.71,5,3
4.64,10.08,45.88,5.16,98.44,39.33,1500,1451,1.62,1,0
5.35,10.23,44.51,5.15,98.62,38.92,2000,2038,1.56,1,0
12.84,22.13,79.84,7.52,92.29,70.4,3500,2685,5.68,3,2
22.42,39.78,87.01,9.74,87.11,86.35,4000,1756,9.79,10,3
23.72,30.98,95.29,10.22,82.35,85.67,4000,1818,8.25,5,3
12.99,21.48,72.23,7.63,93.44,67.87,3500,2850,4.78,3,2
7.81,14.21,55.66,5.76,96.23,52.67,3000,2847,2.89,3,1
4.74,9.02,43.66,4.97,98.41,40.79,1500,1501,1.35,1,0
5.3,9.78,45.95,4.9,98.23,38.03,2000,1970,1.44,0,0
17.89,38.97,92.12,10.57,82.14,93.38,4000,2267,10.33,10,3
4.65,9.12,44.04,4.96,98.35,39.98,2000,2007,1.47,0,0
4.54,9.66,43.13,4.97,98.66,41.49,2500,2496,1.57,0,0
12.13,20.15,78.9,7.97,93.25,68.93,3500,2606,6.15,3,2
7.58,14.56,55.0,5.57,96.15,54.54,2500,2391,2.55,2,1
10.09,23.77,79.64,7.61,91.0,70.38,3500,2620,5.92,5,2
22.22,34.13,92.22,10.56,87.19,91.02,4000,2208,7.82,8,3
4.98,10.85,44.47,5.14,98.38,41.75,1500,1516,1.33,1,0
21.52,36.37,87.18,10.61,86.07,93.2,4000,2096,10.51,7,3
10.84,23.48,72.36,7.94,91.99,71.98,3500,2552,6.09,3,2
5.13,10.89,46.19,5.01,98.77,39.14,2500,2532,1.33,1,0
6.54,12.33,54.27,5.77,95.28,54.94,2500,2388,2.62,0,1
7.19,12.1,54.38,5.8,95.83,50.38,2500,2219,3.0,1,1
13.2,24.16,71.36,7.42,91.45,66.06,3500,2797,6.43,3,2
17.01,37.92,93.71,10.25,87.13,92.49,4000,1757,7.59,7,3
8.21,13.54,57.26,5.5,95.46,52.85,3000,2824,2.99,1,1
5.41,9.89,45.71,4.96,98.63,40.11,2500,2463,1.67,1,0
6.85,14.95,53.66,6.05,95.24,49.84,2500,2214,3.42,0,1
17.51,30.2,94.78,9.32,84.93,90.38,4000,2099,8.88,9,3
12.68,19.34,77.71,7.01,92.44,72.13,3500,2735,4.69,6,2
7.31,13.0,52.42,5.85,95.89,54.9,3000,2862,3.42,0,1
5.36,10.38,46.4,5.03,98.41,41.6,2500,2512,1.69,1,0
12.44,21.19,73.04,7.26,93.12,71.65,3500,2815,5.76,6,2
13.05,22.52,74.49,7.72,91.24,71.98,3500,2525,4.68,2,2
19.4,35.37,89.63,10.32,84.6,90.8,4000,1774,10.37,5,3
20.83,37.92,92.48,9.07,84.76,90.74,4000,1723,7.46,5,3
17.57,30.46,97.53,10.62,84.34,90.31,4000,1643,7.22,10,3
10.4,19.94,76.97,7.73,92.3,71.66,3500,2734,5.37,4,2
6.98,13.26,52.7,5.58,95.87,51.1,2000,1766,2.98,0,1
10.38,22.1,70.54,7.11,92.46,73.46,3500,2632,6.36,3,2
7.06,13.82,55.08,5.9,96.73,54.43,3000,2716,2.75,1,1
18.14,37.48,91.24,10.44,84.88,89.01,4000,2486,7.53,8,3
12.37,22.62,78.44,7.52,91.79,66.08,3500,2845,5.66,6,2
10.69,23.98,71.34,7.46,91.27,68.52,3500,2604,4.78,5,2
19.27,31.81,88.57,9.3,87.99,85.32,4000,1985,10.83,5,3
6.53,12.4,55.86,6.06,95.6,54.03,2500,2255,2.78,1,1
